user_id,item_id,event_type,rating,timestamp,device,session_id,name,category,price,brand,rating_avg,popularity_score,created_at,user_activity_frequency,avg_rating_per_user,avg_rating_per_item,session_unique_items,session_interaction_count,price_bucket,is_rating_event,popularity_score_norm
U0041,P0017,rating,2.0,2026-01-19 09:56:05.003126,mobile,S4787,Product_17,Clothing,315.76,BrandA,1.23,0.29,2026-01-20 02:06:43,18,2.7142857142857144,1.8,1,1,low,1,0.29
U0022,P0002,click,,2026-01-19 10:44:34.003126,web,S5908,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,19,3.3333333333333335,2.2857142857142856,1,1,medium,0,0.62
U0009,P0027,purchase,,2026-01-20 00:33:32.003126,mobile,S9643,Product_27,Sports,2354.86,BrandC,3.25,0.29,2026-01-20 02:06:43,16,4.5,3.0,1,1,high,0,0.29
U0016,P0009,rating,2.0,2026-01-19 23:03:55.003126,web,S7526,Product_9,Electronics,2303.11,BrandB,3.04,0.11,2026-01-20 02:06:43,12,2.1666666666666665,2.4444444444444446,2,2,high,1,0.11
U0013,P0001,rating,4.0,2026-01-19 14:31:51.003126,web,S8018,Product_1,Electronics,2946.08,BrandA,1.5,0.51,2026-01-20 02:06:43,11,2.5,3.2857142857142856,1,1,high,1,0.51
U0015,P0024,click,,2026-01-19 08:52:26.003126,mobile,S9601,Product_24,Electronics,329.17,BrandA,2.5,0.59,2026-01-20 02:06:43,29,3.857142857142857,3.1666666666666665,1,1,low,0,0.59
U0031,P0014,purchase,,2026-01-19 10:23:08.003126,mobile,S3162,Product_14,Books,419.56,BrandD,4.33,0.67,2026-01-20 02:06:43,23,3.4,2.5714285714285716,1,1,low,0,0.67
U0014,P0028,click,,2026-01-19 15:22:17.003126,web,S1730,Product_28,Electronics,886.06,BrandC,2.66,0.45,2026-01-20 02:06:43,16,2.5,2.8333333333333335,1,1,medium,0,0.45
U0049,P0002,click,,2026-01-19 12:39:56.003126,web,S8621,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,31,3.0,2.2857142857142856,1,1,medium,0,0.62
U0015,P0001,rating,3.0,2026-01-19 01:57:12.003126,web,S4521,Product_1,Electronics,2946.08,BrandA,1.5,0.51,2026-01-20 02:06:43,29,3.857142857142857,3.2857142857142856,2,2,high,1,0.51
U0049,P0006,view,,2026-01-19 11:30:47.003126,mobile,S7986,Product_6,Sports,2776.37,BrandD,4.79,0.57,2026-01-20 02:06:43,31,3.0,3.0,1,1,high,0,0.57
U0039,P0013,click,,2026-01-19 12:12:57.003126,mobile,S9409,Product_13,Clothing,4649.78,BrandC,1.91,0.57,2026-01-20 02:06:43,30,2.625,2.6666666666666665,1,1,high,0,0.57
U0007,P0002,view,,2026-01-19 07:49:15.003126,mobile,S2718,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,24,2.4285714285714284,2.2857142857142856,1,1,medium,0,0.62
U0024,P0013,rating,3.0,2026-01-19 10:31:38.003126,mobile,S5563,Product_13,Clothing,4649.78,BrandC,1.91,0.57,2026-01-20 02:06:43,15,2.5,2.6666666666666665,2,2,high,1,0.57
U0003,P0019,rating,4.0,2026-01-19 16:29:52.003126,web,S6448,Product_19,Sports,2663.91,BrandA,1.94,0.64,2026-01-20 02:06:43,22,2.5714285714285716,2.875,2,3,high,1,0.64
U0048,P0015,view,,2026-01-19 02:57:38.003126,mobile,S9933,Product_15,Books,4022.74,BrandD,4.8,0.06,2026-01-20 02:06:43,17,3.0,2.875,1,1,high,0,0.06
U0020,P0019,view,,2026-01-19 20:36:47.003126,mobile,S1991,Product_19,Sports,2663.91,BrandA,1.94,0.64,2026-01-20 02:06:43,23,2.5714285714285716,2.875,1,1,high,0,0.64
U0001,P0021,rating,1.0,2026-01-19 19:38:04.003126,web,S5343,Product_21,Clothing,1863.03,BrandB,3.51,0.48,2026-01-20 02:06:43,19,1.5,3.3333333333333335,2,2,medium,1,0.48
U0031,P0005,click,,2026-01-19 08:15:59.003126,mobile,S7426,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,23,3.4,3.875,1,1,medium,0,0.45
U0046,P0012,rating,1.0,2026-01-20 00:04:54.003126,mobile,S3599,Product_12,Sports,3393.42,BrandB,4.74,0.59,2026-01-20 02:06:43,17,2.2,2.8333333333333335,1,1,high,1,0.59
U0004,P0011,rating,3.0,2026-01-19 05:55:41.003126,mobile,S9849,Product_11,Electronics,636.25,BrandC,1.63,0.33,2026-01-20 02:06:43,28,2.8333333333333335,3.0,1,1,medium,1,0.33
U0004,P0001,click,,2026-01-19 23:40:42.003126,mobile,S8418,Product_1,Electronics,2946.08,BrandA,1.5,0.51,2026-01-20 02:06:43,28,2.8333333333333335,3.2857142857142856,1,1,high,0,0.51
U0041,P0008,view,,2026-01-19 02:04:43.003126,mobile,S5556,Product_8,Clothing,4777.25,BrandB,1.53,0.08,2026-01-20 02:06:43,18,2.7142857142857144,3.3333333333333335,1,1,high,0,0.08
U0034,P0020,click,,2026-01-19 20:13:42.003126,mobile,S9114,Product_20,Clothing,4416.0,BrandA,1.26,0.54,2026-01-20 02:06:43,20,5.0,2.3333333333333335,2,2,high,0,0.54
U0047,P0022,rating,4.0,2026-01-19 07:45:21.003126,web,S9958,Product_22,Sports,183.22,BrandD,2.57,0.12,2026-01-20 02:06:43,24,2.7142857142857144,2.8,1,1,low,1,0.12
U0038,P0009,purchase,,2026-01-19 20:41:18.003126,web,S3794,Product_9,Electronics,2303.11,BrandB,3.04,0.11,2026-01-20 02:06:43,19,3.3333333333333335,2.4444444444444446,1,1,high,0,0.11
U0013,P0019,click,,2026-01-19 06:49:57.003126,web,S7313,Product_19,Sports,2663.91,BrandA,1.94,0.64,2026-01-20 02:06:43,11,2.5,2.875,1,1,high,0,0.64
U0036,P0011,purchase,,2026-01-19 11:43:08.003126,mobile,S8191,Product_11,Electronics,636.25,BrandC,1.63,0.33,2026-01-20 02:06:43,22,3.111111111111111,3.0,1,1,medium,0,0.33
U0004,P0007,click,,2026-01-19 19:01:09.003126,mobile,S2682,Product_7,Clothing,3009.29,BrandB,1.72,0.76,2026-01-20 02:06:43,28,2.8333333333333335,3.0,2,2,high,0,0.76
U0009,P0002,click,,2026-01-19 22:13:13.003126,web,S9850,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,16,4.5,2.2857142857142856,1,1,medium,0,0.62
U0034,P0016,view,,2026-01-19 13:11:54.003126,mobile,S5663,Product_16,Electronics,2149.85,BrandB,2.8,0.53,2026-01-20 02:06:43,20,5.0,2.75,1,1,high,0,0.53
U0021,P0020,rating,1.0,2026-01-19 19:39:19.003126,web,S6643,Product_20,Clothing,4416.0,BrandA,1.26,0.54,2026-01-20 02:06:43,25,2.875,2.3333333333333335,1,1,high,1,0.54
U0027,P0011,click,,2026-01-19 15:09:27.003126,mobile,S6633,Product_11,Electronics,636.25,BrandC,1.63,0.33,2026-01-20 02:06:43,23,3.4,3.0,1,1,medium,0,0.33
U0032,P0023,view,,2026-01-19 16:58:09.003126,web,S8742,Product_23,Electronics,4672.24,BrandB,3.18,0.87,2026-01-20 02:06:43,20,2.0,2.8333333333333335,1,1,high,0,0.87
U0045,P0026,rating,1.0,2026-01-19 18:40:28.003126,mobile,S9282,Product_26,Books,3861.35,BrandB,2.75,0.74,2026-01-20 02:06:43,23,2.5,2.5714285714285716,1,1,high,1,0.74
U0023,P0013,view,,2026-01-19 05:25:10.003126,mobile,S6545,Product_13,Clothing,4649.78,BrandC,1.91,0.57,2026-01-20 02:06:43,15,2.5,2.6666666666666665,2,2,high,0,0.57
U0040,P0025,rating,,2026-01-20 00:17:14.003126,web,S3046,Product_25,Sports,1234.28,BrandB,2.41,0.84,2026-01-20 02:06:43,16,3.0,2.6666666666666665,2,2,medium,1,0.84
U0035,P0017,view,,2026-01-20 00:10:51.003126,web,S3392,Product_17,Clothing,315.76,BrandA,1.23,0.29,2026-01-20 02:06:43,16,4.0,1.8,1,1,low,0,0.29
U0036,P0001,rating,3.0,2026-01-19 03:07:18.003126,mobile,S7760,Product_1,Electronics,2946.08,BrandA,1.5,0.51,2026-01-20 02:06:43,22,3.111111111111111,3.2857142857142856,1,1,high,1,0.51
U0044,P0028,click,,2026-01-19 03:54:19.003126,web,S1974,Product_28,Electronics,886.06,BrandC,2.66,0.45,2026-01-20 02:06:43,23,2.2857142857142856,2.8333333333333335,1,1,medium,0,0.45
U0031,P0023,view,,2026-01-19 13:44:50.003126,web,S1107,Product_23,Electronics,4672.24,BrandB,3.18,0.87,2026-01-20 02:06:43,23,3.4,2.8333333333333335,1,1,high,0,0.87
U0046,P0005,purchase,,2026-01-19 03:31:29.003126,web,S3210,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,17,2.2,3.875,1,1,medium,0,0.45
U0045,P0024,rating,3.0,2026-01-19 04:47:09.003126,web,S8899,Product_24,Electronics,329.17,BrandA,2.5,0.59,2026-01-20 02:06:43,23,2.5,3.1666666666666665,1,1,low,1,0.59
U0026,P0005,click,,2026-01-19 11:27:32.003126,mobile,S8755,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,22,1.75,3.875,1,1,medium,0,0.45
U0024,P0013,rating,1.0,2026-01-20 00:38:38.003126,mobile,S6793,Product_13,Clothing,4649.78,BrandC,1.91,0.57,2026-01-20 02:06:43,15,2.5,2.6666666666666665,2,2,high,1,0.57
U0050,P0014,rating,1.0,2026-01-19 23:34:03.003126,web,S6228,Product_14,Books,419.56,BrandD,4.33,0.67,2026-01-20 02:06:43,21,3.3333333333333335,2.5714285714285716,1,1,low,1,0.67
U0021,P0020,view,,2026-01-19 20:53:51.003126,web,S1747,Product_20,Clothing,4416.0,BrandA,1.26,0.54,2026-01-20 02:06:43,25,2.875,2.3333333333333335,1,1,high,0,0.54
U0044,P0003,click,,2026-01-19 07:07:39.003126,mobile,S7937,Product_3,Sports,3244.64,BrandA,2.1,0.94,2026-01-20 02:06:43,23,2.2857142857142856,2.75,1,1,high,0,0.94
U0007,P0005,purchase,,2026-01-19 21:26:55.003126,mobile,S6194,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,24,2.4285714285714284,3.875,1,1,medium,0,0.45
U0044,P0029,rating,1.0,2026-01-19 01:56:17.003126,mobile,S2563,Product_29,Electronics,553.27,BrandC,3.06,0.83,2026-01-20 02:06:43,23,2.2857142857142856,2.857142857142857,1,1,medium,1,0.83
U0043,P0028,rating,4.0,2026-01-19 22:23:09.003126,mobile,S6912,Product_28,Electronics,886.06,BrandC,2.66,0.45,2026-01-20 02:06:43,15,2.5,2.8333333333333335,1,1,medium,1,0.45
U0018,P0029,rating,2.0,2026-01-19 12:39:49.003126,mobile,S5493,Product_29,Electronics,553.27,BrandC,3.06,0.83,2026-01-20 02:06:43,18,2.5,2.857142857142857,2,2,medium,1,0.83
U0032,P0020,purchase,,2026-01-19 05:29:13.003126,web,S8709,Product_20,Clothing,4416.0,BrandA,1.26,0.54,2026-01-20 02:06:43,20,2.0,2.3333333333333335,2,2,high,0,0.54
U0018,P0027,click,,2026-01-19 21:24:10.003126,mobile,S9618,Product_27,Sports,2354.86,BrandC,3.25,0.29,2026-01-20 02:06:43,18,2.5,3.0,1,1,high,0,0.29
U0047,P0008,click,,2026-01-19 09:17:04.003126,mobile,S9328,Product_8,Clothing,4777.25,BrandB,1.53,0.08,2026-01-20 02:06:43,24,2.7142857142857144,3.3333333333333335,2,2,high,0,0.08
U0033,P0026,rating,1.0,2026-01-19 10:03:40.003126,web,S6749,Product_26,Books,3861.35,BrandB,2.75,0.74,2026-01-20 02:06:43,12,1.5,2.5714285714285716,1,1,high,1,0.74
U0046,P0005,click,,2026-01-19 12:48:59.003126,mobile,S3057,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,17,2.2,3.875,1,1,medium,0,0.45
U0036,P0027,click,,2026-01-19 19:39:56.003126,mobile,S7511,Product_27,Sports,2354.86,BrandC,3.25,0.29,2026-01-20 02:06:43,22,3.111111111111111,3.0,1,1,high,0,0.29
U0006,P0026,view,,2026-01-19 02:03:25.003126,mobile,S4857,Product_26,Books,3861.35,BrandB,2.75,0.74,2026-01-20 02:06:43,16,4.666666666666667,2.5714285714285716,1,1,high,0,0.74
U0015,P0026,view,,2026-01-19 22:05:32.003126,mobile,S9867,Product_26,Books,3861.35,BrandB,2.75,0.74,2026-01-20 02:06:43,29,3.857142857142857,2.5714285714285716,1,1,high,0,0.74
U0010,P0009,view,,2026-01-19 22:28:10.003126,web,S6632,Product_9,Electronics,2303.11,BrandB,3.04,0.11,2026-01-20 02:06:43,19,2.5714285714285716,2.4444444444444446,1,1,high,0,0.11
U0037,P0019,view,,2026-01-19 05:08:57.003126,web,S8048,Product_19,Sports,2663.91,BrandA,1.94,0.64,2026-01-20 02:06:43,23,4.25,2.875,1,1,high,0,0.64
U0038,P0026,purchase,,2026-01-19 03:21:00.003126,web,S9639,Product_26,Books,3861.35,BrandB,2.75,0.74,2026-01-20 02:06:43,19,3.3333333333333335,2.5714285714285716,1,1,high,0,0.74
U0049,P0028,rating,4.0,2026-01-19 01:39:01.003126,web,S4619,Product_28,Electronics,886.06,BrandC,2.66,0.45,2026-01-20 02:06:43,31,3.0,2.8333333333333335,1,1,medium,1,0.45
U0011,P0002,view,,2026-01-19 14:52:25.003126,web,S7417,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,26,2.6,2.2857142857142856,1,1,medium,0,0.62
U0026,P0007,view,,2026-01-19 03:48:53.003126,web,S4706,Product_7,Clothing,3009.29,BrandB,1.72,0.76,2026-01-20 02:06:43,22,1.75,3.0,1,1,high,0,0.76
U0032,P0025,click,,2026-01-19 05:21:24.003126,mobile,S5292,Product_25,Sports,1234.28,BrandB,2.41,0.84,2026-01-20 02:06:43,20,2.0,2.6666666666666665,1,1,medium,0,0.84
U0049,P0017,click,,2026-01-19 07:42:30.003126,web,S6399,Product_17,Clothing,315.76,BrandA,1.23,0.29,2026-01-20 02:06:43,31,3.0,1.8,1,1,low,0,0.29
U0023,P0012,rating,2.0,2026-01-19 13:52:39.003126,web,S9813,Product_12,Sports,3393.42,BrandB,4.74,0.59,2026-01-20 02:06:43,15,2.5,2.8333333333333335,1,1,high,1,0.59
U0002,P0015,click,,2026-01-19 05:56:07.003126,web,S9925,Product_15,Books,4022.74,BrandD,4.8,0.06,2026-01-20 02:06:43,20,,2.875,1,1,high,0,0.06
U0003,P0029,view,,2026-01-19 00:59:38.003126,web,S2735,Product_29,Electronics,553.27,BrandC,3.06,0.83,2026-01-20 02:06:43,22,2.5714285714285716,2.857142857142857,2,2,medium,0,0.83
U0026,P0011,rating,3.0,2026-01-19 18:37:04.003126,web,S9695,Product_11,Electronics,636.25,BrandC,1.63,0.33,2026-01-20 02:06:43,22,1.75,3.0,1,1,medium,1,0.33
U0022,P0028,click,,2026-01-19 21:33:55.003126,web,S3550,Product_28,Electronics,886.06,BrandC,2.66,0.45,2026-01-20 02:06:43,19,3.3333333333333335,2.8333333333333335,1,1,medium,0,0.45
U0049,P0002,click,,2026-01-20 00:21:27.003126,web,S6325,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,31,3.0,2.2857142857142856,1,1,medium,0,0.62
U0033,P0013,view,,2026-01-19 11:26:28.003126,web,S7748,Product_13,Clothing,4649.78,BrandC,1.91,0.57,2026-01-20 02:06:43,12,1.5,2.6666666666666665,1,1,high,0,0.57
U0034,P0011,click,,2026-01-19 20:31:00.003126,web,S5571,Product_11,Electronics,636.25,BrandC,1.63,0.33,2026-01-20 02:06:43,20,5.0,3.0,1,1,medium,0,0.33
U0022,P0016,purchase,,2026-01-19 21:07:06.003126,mobile,S7594,Product_16,Electronics,2149.85,BrandB,2.8,0.53,2026-01-20 02:06:43,19,3.3333333333333335,2.75,1,1,high,0,0.53
U0021,P0015,rating,5.0,2026-01-19 12:55:36.003126,mobile,S7927,Product_15,Books,4022.74,BrandD,4.8,0.06,2026-01-20 02:06:43,25,2.875,2.875,1,1,high,1,0.06
U0008,P0019,click,,2026-01-19 22:36:37.003126,web,S9228,Product_19,Sports,2663.91,BrandA,1.94,0.64,2026-01-20 02:06:43,22,3.0,2.875,1,1,high,0,0.64
U0028,P0023,click,,2026-01-19 23:08:08.003126,mobile,S5136,Product_23,Electronics,4672.24,BrandB,3.18,0.87,2026-01-20 02:06:43,31,3.4285714285714284,2.8333333333333335,1,1,high,0,0.87
U0024,P0022,click,,2026-01-19 20:37:11.003126,web,S2267,Product_22,Sports,183.22,BrandD,2.57,0.12,2026-01-20 02:06:43,15,2.5,2.8,1,1,low,0,0.12
U0008,P0011,purchase,,2026-01-19 12:16:50.003126,web,S8932,Product_11,Electronics,636.25,BrandC,1.63,0.33,2026-01-20 02:06:43,22,3.0,3.0,1,1,medium,0,0.33
U0049,P0003,purchase,,2026-01-19 08:09:46.003126,mobile,S2836,Product_3,Sports,3244.64,BrandA,2.1,0.94,2026-01-20 02:06:43,31,3.0,2.75,1,1,high,0,0.94
U0047,P0006,rating,4.0,2026-01-19 13:21:37.003126,mobile,S4414,Product_6,Sports,2776.37,BrandD,4.79,0.57,2026-01-20 02:06:43,24,2.7142857142857144,3.0,1,1,high,1,0.57
U0050,P0030,view,,2026-01-19 05:23:51.003126,web,S5406,Product_30,Electronics,2032.86,BrandA,1.75,0.5,2026-01-20 02:06:43,21,3.3333333333333335,3.0,1,1,high,0,0.5
U0048,P0006,click,,2026-01-19 21:34:19.003126,mobile,S4544,Product_6,Sports,2776.37,BrandD,4.79,0.57,2026-01-20 02:06:43,17,3.0,3.0,1,1,high,0,0.57
U0007,P0010,view,,2026-01-19 07:34:48.003126,web,S3431,Product_10,Clothing,3741.94,BrandA,3.54,0.64,2026-01-20 02:06:43,24,2.4285714285714284,3.5714285714285716,1,1,high,0,0.64
U0036,P0001,rating,4.0,2026-01-19 02:28:11.003126,mobile,S5857,Product_1,Electronics,2946.08,BrandA,1.5,0.51,2026-01-20 02:06:43,22,3.111111111111111,3.2857142857142856,1,1,high,1,0.51
U0037,P0024,purchase,,2026-01-19 12:45:22.003126,mobile,S6838,Product_24,Electronics,329.17,BrandA,2.5,0.59,2026-01-20 02:06:43,23,4.25,3.1666666666666665,1,1,low,0,0.59
U0045,P0018,purchase,,2026-01-19 15:18:33.003126,web,S3304,Product_18,Electronics,4214.86,BrandA,2.13,0.81,2026-01-20 02:06:43,23,2.5,2.4166666666666665,1,1,high,0,0.81
U0003,P0029,view,,2026-01-19 11:18:58.003126,mobile,S8042,Product_29,Electronics,553.27,BrandC,3.06,0.83,2026-01-20 02:06:43,22,2.5714285714285716,2.857142857142857,1,1,medium,0,0.83
U0023,P0006,view,,2026-01-19 14:48:03.003126,web,S4682,Product_6,Sports,2776.37,BrandD,4.79,0.57,2026-01-20 02:06:43,15,2.5,3.0,1,1,high,0,0.57
U0038,P0010,click,,2026-01-19 07:38:27.003126,web,S2977,Product_10,Clothing,3741.94,BrandA,3.54,0.64,2026-01-20 02:06:43,19,3.3333333333333335,3.5714285714285716,1,1,high,0,0.64
U0003,P0005,rating,5.0,2026-01-19 17:53:12.003126,web,S8600,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,22,2.5714285714285716,3.875,2,2,medium,1,0.45
U0025,P0005,rating,5.0,2026-01-19 07:19:02.003126,web,S3705,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,27,3.3333333333333335,3.875,2,2,medium,1,0.45
U0011,P0018,view,,2026-01-19 15:40:04.003126,web,S7685,Product_18,Electronics,4214.86,BrandA,2.13,0.81,2026-01-20 02:06:43,26,2.6,2.4166666666666665,1,1,high,0,0.81
U0027,P0003,purchase,,2026-01-19 21:24:14.003126,web,S1728,Product_3,Sports,3244.64,BrandA,2.1,0.94,2026-01-20 02:06:43,23,3.4,2.75,1,1,high,0,0.94
U0040,P0028,click,,2026-01-19 22:44:25.003126,web,S4452,Product_28,Electronics,886.06,BrandC,2.66,0.45,2026-01-20 02:06:43,16,3.0,2.8333333333333335,1,1,medium,0,0.45
U0013,P0028,purchase,,2026-01-19 23:42:11.003126,mobile,S4707,Product_28,Electronics,886.06,BrandC,2.66,0.45,2026-01-20 02:06:43,11,2.5,2.8333333333333335,1,1,medium,0,0.45
U0039,P0007,view,,2026-01-19 01:21:18.003126,web,S4725,Product_7,Clothing,3009.29,BrandB,1.72,0.76,2026-01-20 02:06:43,30,2.625,3.0,1,1,high,0,0.76
U0016,P0005,view,,2026-01-19 09:59:27.003126,mobile,S1712,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,12,2.1666666666666665,3.875,1,1,medium,0,0.45
U0005,P0006,click,,2026-01-19 14:48:01.003126,web,S2382,Product_6,Sports,2776.37,BrandD,4.79,0.57,2026-01-20 02:06:43,21,5.0,3.0,1,1,high,0,0.57
U0050,P0027,rating,5.0,2026-01-19 17:52:55.003126,web,S4440,Product_27,Sports,2354.86,BrandC,3.25,0.29,2026-01-20 02:06:43,21,3.3333333333333335,3.0,1,1,high,1,0.29
U0048,P0018,view,,2026-01-19 02:29:07.003126,mobile,S3107,Product_18,Electronics,4214.86,BrandA,2.13,0.81,2026-01-20 02:06:43,17,3.0,2.4166666666666665,1,1,high,0,0.81
U0022,P0002,rating,,2026-01-19 15:36:50.003126,mobile,S1666,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,19,3.3333333333333335,2.2857142857142856,1,1,medium,1,0.62
U0049,P0004,click,,2026-01-19 22:42:51.003126,web,S8600,Product_4,Electronics,3134.32,BrandA,2.22,0.96,2026-01-20 02:06:43,31,3.0,3.5,2,2,high,0,0.96
U0043,P0009,purchase,,2026-01-19 11:52:55.003126,web,S9116,Product_9,Electronics,2303.11,BrandB,3.04,0.11,2026-01-20 02:06:43,15,2.5,2.4444444444444446,1,1,high,0,0.11
U0021,P0006,purchase,,2026-01-19 09:49:56.003126,mobile,S1831,Product_6,Sports,2776.37,BrandD,4.79,0.57,2026-01-20 02:06:43,25,2.875,3.0,1,1,high,0,0.57
U0008,P0018,view,,2026-01-19 01:13:35.003126,mobile,S8125,Product_18,Electronics,4214.86,BrandA,2.13,0.81,2026-01-20 02:06:43,22,3.0,2.4166666666666665,1,1,high,0,0.81
U0050,P0021,rating,4.0,2026-01-19 18:17:39.003126,mobile,S2957,Product_21,Clothing,1863.03,BrandB,3.51,0.48,2026-01-20 02:06:43,21,3.3333333333333335,3.3333333333333335,1,1,medium,1,0.48
U0022,P0001,view,,2026-01-19 12:37:56.003126,mobile,S7524,Product_1,Electronics,2946.08,BrandA,1.5,0.51,2026-01-20 02:06:43,19,3.3333333333333335,3.2857142857142856,1,1,high,0,0.51
U0028,P0009,view,,2026-01-19 18:09:06.003126,mobile,S6317,Product_9,Electronics,2303.11,BrandB,3.04,0.11,2026-01-20 02:06:43,31,3.4285714285714284,2.4444444444444446,1,1,high,0,0.11
U0018,P0025,click,,2026-01-19 12:45:22.003126,web,S2343,Product_25,Sports,1234.28,BrandB,2.41,0.84,2026-01-20 02:06:43,18,2.5,2.6666666666666665,1,1,medium,0,0.84
U0016,P0008,rating,1.0,2026-01-19 13:20:07.003126,mobile,S5019,Product_8,Clothing,4777.25,BrandB,1.53,0.08,2026-01-20 02:06:43,12,2.1666666666666665,3.3333333333333335,1,1,high,1,0.08
U0021,P0008,click,,2026-01-19 17:44:35.003126,web,S2152,Product_8,Clothing,4777.25,BrandB,1.53,0.08,2026-01-20 02:06:43,25,2.875,3.3333333333333335,2,2,high,0,0.08
U0044,P0026,purchase,,2026-01-19 01:23:01.003126,mobile,S1608,Product_26,Books,3861.35,BrandB,2.75,0.74,2026-01-20 02:06:43,23,2.2857142857142856,2.5714285714285716,2,2,high,0,0.74
U0008,P0026,purchase,,2026-01-19 03:46:10.003126,web,S8922,Product_26,Books,3861.35,BrandB,2.75,0.74,2026-01-20 02:06:43,22,3.0,2.5714285714285716,1,1,high,0,0.74
U0026,P0012,purchase,,2026-01-19 04:15:15.003126,web,S9882,Product_12,Sports,3393.42,BrandB,4.74,0.59,2026-01-20 02:06:43,22,1.75,2.8333333333333335,1,1,high,0,0.59
U0007,P0028,rating,3.0,2026-01-19 05:03:35.003126,mobile,S9420,Product_28,Electronics,886.06,BrandC,2.66,0.45,2026-01-20 02:06:43,24,2.4285714285714284,2.8333333333333335,1,1,medium,1,0.45
U0015,P0004,purchase,,2026-01-19 02:47:06.003126,web,S5286,Product_4,Electronics,3134.32,BrandA,2.22,0.96,2026-01-20 02:06:43,29,3.857142857142857,3.5,1,1,high,0,0.96
U0014,P0015,view,,2026-01-19 18:32:24.003126,mobile,S5350,Product_15,Books,4022.74,BrandD,4.8,0.06,2026-01-20 02:06:43,16,2.5,2.875,1,1,high,0,0.06
U0011,P0021,view,,2026-01-19 15:17:20.003126,web,S8633,Product_21,Clothing,1863.03,BrandB,3.51,0.48,2026-01-20 02:06:43,26,2.6,3.3333333333333335,1,1,medium,0,0.48
U0022,P0024,click,,2026-01-19 03:50:57.003126,mobile,S8463,Product_24,Electronics,329.17,BrandA,2.5,0.59,2026-01-20 02:06:43,19,3.3333333333333335,3.1666666666666665,1,1,low,0,0.59
U0006,P0010,view,,2026-01-19 02:24:42.003126,mobile,S7612,Product_10,Clothing,3741.94,BrandA,3.54,0.64,2026-01-20 02:06:43,16,4.666666666666667,3.5714285714285716,2,2,high,0,0.64
U0013,P0011,click,,2026-01-19 04:56:46.003126,web,S2815,Product_11,Electronics,636.25,BrandC,1.63,0.33,2026-01-20 02:06:43,11,2.5,3.0,1,1,medium,0,0.33
U0049,P0020,view,,2026-01-19 21:29:34.003126,mobile,S1083,Product_20,Clothing,4416.0,BrandA,1.26,0.54,2026-01-20 02:06:43,31,3.0,2.3333333333333335,1,1,high,0,0.54
U0039,P0021,view,,2026-01-19 17:11:48.003126,mobile,S4432,Product_21,Clothing,1863.03,BrandB,3.51,0.48,2026-01-20 02:06:43,30,2.625,3.3333333333333335,1,1,medium,0,0.48
U0039,P0007,click,,2026-01-19 08:21:28.003126,web,S7635,Product_7,Clothing,3009.29,BrandB,1.72,0.76,2026-01-20 02:06:43,30,2.625,3.0,1,1,high,0,0.76
U0019,P0016,purchase,,2026-01-19 22:38:49.003126,mobile,S7435,Product_16,Electronics,2149.85,BrandB,2.8,0.53,2026-01-20 02:06:43,16,2.3333333333333335,2.75,1,1,high,0,0.53
U0050,P0021,rating,4.0,2026-01-19 04:59:38.003126,web,S9930,Product_21,Clothing,1863.03,BrandB,3.51,0.48,2026-01-20 02:06:43,21,3.3333333333333335,3.3333333333333335,1,1,medium,1,0.48
U0005,P0023,click,,2026-01-19 01:40:39.003126,web,S1903,Product_23,Electronics,4672.24,BrandB,3.18,0.87,2026-01-20 02:06:43,21,5.0,2.8333333333333335,1,1,high,0,0.87
U0020,P0013,view,,2026-01-19 05:35:26.003126,mobile,S8668,Product_13,Clothing,4649.78,BrandC,1.91,0.57,2026-01-20 02:06:43,23,2.5714285714285716,2.6666666666666665,1,1,high,0,0.57
U0001,P0001,rating,3.0,2026-01-19 07:43:27.003126,web,S1578,Product_1,Electronics,2946.08,BrandA,1.5,0.51,2026-01-20 02:06:43,19,1.5,3.2857142857142856,1,1,high,1,0.51
U0037,P0019,view,,2026-01-19 20:28:52.003126,web,S6448,Product_19,Sports,2663.91,BrandA,1.94,0.64,2026-01-20 02:06:43,23,4.25,2.875,2,3,high,0,0.64
